Status,Cleaned_Name,WIP_CAS,PubChem_CID,PubChem_Title,PubChem_CAS_All,PubChem_Synonyms_Top10,Audit_Notes,Original_Name,Supplier_CAS_Map,Product_URL
WIP_VERIFIED,Benzyl Formate,104-57-4,7708,Benzyl formate,104-57-4,"Benzyl formate|104-57-4|Benzyl methanoate|Formic acid, phenylmethyl ester|Phenylmethyl formate|Benzyl alcohol, formate|Formic acid, benzyl ester|FEMA No. 2145|79GJF97O0Y|NSC-8049",,Benzyl Formate from PerfumersWorld,"{'PerfumersWorld': '104-57-4', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=4JW00057
WIP_VERIFIED,Methyl Anthranilate,134-20-3,8635,Methyl Anthranilate,134-20-3,"METHYL ANTHRANILATE|Methyl 2-aminobenzoate|134-20-3|2-Aminobenzoic acid methyl ester|Methyl o-aminobenzoate|Anthranilic acid methyl ester|o-Carbomethoxyaniline|2-Carbomethoxyaniline|2-(Methoxycarbonyl)aniline|Benzoic acid, 2-amino-, methyl ester",,Methyl Anthranilate from PerfumersWorld,"{'PerfumersWorld': '134-20-3', 'MySkinRecipes': '134-20-3'}",https://www.perfumersworld.com/view.php?pro_id=4NC00295
WIP_VERIFIED,Methyl Benzoate,93-58-3,7150,Methyl Benzoate,93-58-3,"METHYL BENZOATE|93-58-3|benzoic acid methyl ester|Methylbenzoate|Benzoic acid, methyl ester|Clorius|Methyl benzenecarboxylate|Essence of niobe|FEMA No. 2683|Methylester kyseliny benzoove",,Methyl Benzoate from PerfumersWorld,"{'PerfumersWorld': '93-58-3', 'MySkinRecipes': '93-58-3'}",https://www.perfumersworld.com/view.php?pro_id=4NJ00296
WIP_VERIFIED,Citronellyl Formate,105-85-1,7778,Citronellyl formate,105-85-1|93919-91-6|93919-93-8,"Citronellyl formate|105-85-1|6-OCTEN-1-OL, 3,7-DIMETHYL-, FORMATE|3,7-dimethyloct-6-enyl formate|FEMA No. 2314|(1)-3,7-Dimethyloct-6-enyl formate|7B1MY2BRDK|DTXSID1044772|6-Octen-1-ol, 3,7-dimethyl-, 1-formate|NSC-46117",,Citronellyl Formate from PerfumersWorld,"{'PerfumersWorld': '105-85-1', 'MySkinRecipes': '105-85-1'}",https://www.perfumersworld.com/view.php?pro_id=4RC03548
WIP_VERIFIED,Geranyl Butyrate,106-29-6,5355856,Geranyl butyrate,106-29-6|2173-82-2,"Geranyl butyrate|106-29-6|Geraniol butyrate|Geranyl butanoate|Geranyl n-butyrate|Butanoic acid, (2E)-3,7-dimethyl-2,6-octadienyl ester|FEMA No. 2512|Butyric acid geranyl ester|Geranyl butyrate (natural)|Butanoic acid, 3,7-dimethyl-2,6-octadienyl ester, (E)-",,Geranyl Butyrate from PerfumersWorld,"{'PerfumersWorld': '106-29-6', 'MySkinRecipes': '106-29-6'}",https://www.perfumersworld.com/view.php?pro_id=4RD00207
WIP_VERIFIED,Rose Oxide,16409-43-1,27866,Rose oxide,16409-43-1,"16409-43-1|Rose oxide|4-Methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran|Rosenoxide|Rosoxide|4-methyl-2-(2-methylprop-1-enyl)oxane|FEMA No. 3236|Tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran|2H-Pyran, tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-|4-methyl-2-(2-methylprop-1-en-1-yl)oxane",,Rose Oxide from PerfumersWorld,"{'PerfumersWorld': '16409-43-1', 'MySkinRecipes': '16409-43-1'}",https://www.perfumersworld.com/view.php?pro_id=4RL00399
WIP_VERIFIED,Anethole,4180-23-8,637563,Anethole,4180-23-8|104-46-1|50770-19-9,"ANETHOLE|104-46-1|Anise camphor|Monasirup|Anethol|4-Propenylanisole|trans-p-Propenylanisole|p-Anethole|Anethole, trans|1-Methoxy-4-(1-propenyl)benzene",,Anethole from PerfumersWorld,"{'PerfumersWorld': '4180-23-8', 'MySkinRecipes': '4180-23-8'}",https://www.perfumersworld.com/view.php?pro_id=4SB00038
SUPPLIER_MISMATCH,Toscanol,92585-24-5,3021997,2-Methyl-4-phenyl-1-pentanol,92585-24-5,"92585-24-5|2-Methyl-4-phenylpentanol|2-Methyl-4-phenyl-1-pentanol|Benzenebutanol, beta,delta-dimethyl-|DTXSID1052616|RefChem:88152|DTXCID5031189|402-770-7|2-methyl-4-phenylpentan-1-ol|Pamplefleur",Supplier PerfumersWorld CAS 16510-27-3 error; Supplier MySkinRecipes CAS 16510-27-3 error,Toscanol from PerfumersWorld,"{'PerfumersWorld': '16510-27-3', 'MySkinRecipes': '16510-27-3'}",https://www.perfumersworld.com/view.php?pro_id=4SP12754
WIP_VERIFIED,Methyl Diantilis,5595-79-9,6453284,"Phenol, 2-ethoxy-4-(methoxymethyl)-",5595-79-9,"2-ethoxy-4-(methoxymethyl)phenol|5595-79-9|Phenol, 2-ethoxy-4-(methoxymethyl)-|DTXSID6074918|RefChem:172760|DTXCID8042000|611-336-8|Methyl diantilis|7QHC87YPG8|UNII-7QHC87YPG8",,Methyl Diantilis from PerfumersWorld,"{'PerfumersWorld': '5595-79-9', 'MySkinRecipes': '5595-79-9'}",https://www.perfumersworld.com/view.php?pro_id=4SP16859
WIP_VERIFIED,Ebanol,67801-20-1,6437266,Ebanol,67801-20-1,"67801-20-1|28N247O58B|3-Methyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)pent-4-en-2-ol|3-Methyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-2-ol|4-Penten-2-ol, 3-methyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-|DTXSID7052369|RefChem:920792|DTXCID1030941|FEMA NO. 4775|267-140-4",,Ebanol from PerfumersWorld,"{'PerfumersWorld': '67801-20-1', 'MySkinRecipes': '67801-20-1'}",https://www.perfumersworld.com/view.php?pro_id=4WX07563
WIP_VERIFIED,Kephalis,36306-87-3,118292,"4-(1-Ethoxyvinyl)-3,3,5,5-tetramethylcyclohexanone",36306-87-3,"Kephalis|4-(1-Ethoxyvinyl)-3,3,5,5-tetramethylcyclohexanone|4-(1-Ethoxyethenyl)-3,3,5,5-tetramethylcyclohexanone|Kephalor|3,3,5,5-Tetramethyl-4-(1-ethoxyvinyl)cyclohexanone|EINECS 252-961-2|Cyclohexanone, 4-(1-ethoxyethenyl)-3,3,5,5-tetramethyl-|3,3,5,5-Tetramethyl-4-ethoxyvinylcyclohexanone|BRN 2258311|A27U1GP15P",,Kephalis from PerfumersWorld,"{'PerfumersWorld': '36306-87-3', 'MySkinRecipes': '36306-87-3'}",https://www.perfumersworld.com/view.php?pro_id=4WY07089
WIP_VERIFIED,Cashmeran,33704-61-9,92292,(+-)-Cashmeran,33704-61-9,"Cashmeran|33704-61-9|1,2,3,5,6,7-Hexahydro-1,1,2,3,3-pentamethyl-4H-inden-4-one|Musk indanone|4H-Inden-4-one, 1,2,3,5,6,7-hexahydro-1,1,2,3,3-pentamethyl-|dihydro pentamethylindanone|(+-)-Cashmeran|DTXSID8047399|EINECS 251-649-3|CCRIS 8406",,Cashmeran from PerfumersWorld,"{'PerfumersWorld': '33704-61-9', 'MySkinRecipes': '33704-61-9'}",https://www.perfumersworld.com/view.php?pro_id=4XB00090
SUPPLIER_MISMATCH,Cosmone,259854-70-1,66823518,"5-Cyclotetradecen-1-one, 3-methyl-, (5E)-",1117765-92-0|259854-70-1,"259854-70-1|5-Cyclotetradecen-1-one, 3-methyl-, (5E)-|RefChem:535243|620-553-7|5-Cyclotetradecen-1-one,3-methyl-, (5E)-|(5E)-3-METHYLCYCLOTETRADEC-5-EN-1-ONE|SCHEMBL868351|DTXSID60888265|ZFGBKXBPHOUSJX-VQHVLOKHSA-N",Supplier MySkinRecipes CAS 10461-98-0 error,Cosmone from PerfumersWorld,"{'PerfumersWorld': '259854-70-1', 'MySkinRecipes': '10461-98-0'}",https://www.perfumersworld.com/view.php?pro_id=4XU10872
WIP_DISCREPANCY,Floralozone,67634-14-4,105513,"Ethyl 2,2-dimethylhydrocinnamal",67634-15-5|93963-78-1,"3-(4-ethylphenyl)-2,2-dimethylpropanal|Ethyl 2,2-dimethylhydrocinnamal|EINECS 266-819-2|5V2FN5AA3W|Benzenepropanal, 4-ethyl-alpha,alpha-dimethyl-|2,2-Dimethyl-3-(p-ethylphenyl)propanal|alpha,alpha-Dimethyl-p-ethylphenylpropanal|alpha,alpha-Dimethyl-4-ethylbenzenepropanal|SEAWIND ALDEHYDE E|Benzenepropanal, 4-ethyl-.alpha.,.alpha.-dimethyl-","WIP CAS 67634-14-4 not in PubChem ['67634-15-5', '93963-78-1']",Floralozone from PerfumersWorld,"{'PerfumersWorld': '67634-15-5', 'MySkinRecipes': '67634-15-5'}",https://www.perfumersworld.com/view.php?pro_id=4YM00191
WIP_VERIFIED,Scentenal,86803-90-9,163529,Scentenal,86803-90-9,"Scentenal|86803-90-9|AUK25Q8UTG|4,7-Methano-1H-indene-2-carboxaldehyde, octahydro-5-methoxy-|6-Methoxy dicyclopentadiene carboxaldehyde|Octahydro-5-methoxy-4,7-methano-1H-indene-2-carboxaldehyde|8-Methoxytricyclo(5.2.2.1)decane-4-carboxaldehyde|5-METHOXYOCTAHYDRO-1H-4,7-METHANOINDENE-2-CARBOXALDEHYDE|RefChem:884668|429-860-9",,Scentenal from PerfumersWorld,"{'PerfumersWorld': '86803-90-9', 'MySkinRecipes': '86803-90-9'}",https://www.perfumersworld.com/view.php?pro_id=4YM22431
NATURAL_MIXTURE,Spearmint Essential Oil,8008-79-5,,,,,,Spearmint Essential Oil 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '8008-79-5', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7BB00414
WIP_VERIFIED,Diacetyl,431-03-8,650,Butanedione,431-03-8|1173018-75-1,"2,3-butanedione|diacetyl|biacetyl|Butane-2,3-dione|431-03-8|dimethylglyoxal|Butanedione|dimethyl diketone|Dimethyl glyoxal|2,3-diketobutane",,Diacetyl 1% in DPG from PerfumersWorld,"{'PerfumersWorld': '431-03-8', 'MySkinRecipes': '431-03-8'}",https://www.perfumersworld.com/view.php?pro_id=9DV00144
WIP_VERIFIED,Ethyl Acetate,141-78-6,8857,Ethyl Acetate,141-78-6,"ETHYL ACETATE|141-78-6|Ethyl ethanoate|Acetic acid ethyl ester|Vinegar naphtha|Acetoxyethane|Acetic ether|Ethyl acetic ester|Acetic acid, ethyl ester|Acetidin",,Ethyl Acetate 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '141-78-6', 'MySkinRecipes': '141-78-6'}",https://www.perfumersworld.com/view.php?pro_id=9FC01313
WIP_VERIFIED,Phenyl Acetaldehyde,122-78-1,998,Phenylacetaldehyde,122-78-1,phenylacetaldehyde|2-phenylacetaldehyde|122-78-1|Benzeneacetaldehyde|alpha-Tolualdehyde|Phenylethanal|2-Phenylethanal|Phenylacetic aldehyde|alpha-Toluic aldehyde|Oxophenylethane,,Phenyl Acetaldehyde 85% in PEA from PerfumersWorld,"{'PerfumersWorld': '122-78-1', 'MySkinRecipes': '122-78-1'}",https://www.perfumersworld.com/view.php?pro_id=5GP07497
WIP_VERIFIED,Galbanum Resinoid,9000-24-2,131750174,Ferula galbaniflua resin,9000-24-2,Ferula resin|Ferula gummosa resin|Ferula galbaniflua resin|Galbanum absolute (Ferula galbaliflua)|9000-24-2|WEFHSZAZNMEWKJ-KEDVMYETSA-N,,Galbanum Resinoid 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '9000-24-2', 'MySkinRecipes': '9000-24-2'}",https://www.perfumersworld.com/view.php?pro_id=2GQ01781
NATURAL_MIXTURE,Mate Absolute,68916-96-1,,,,,,Mate Absolute 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '68916-96-1', 'SimpleScentsDIY': '73296-98-7'}",https://www.perfumersworld.com/view.php?pro_id=8HE00557
WIP_VERIFIED,Aurantiol,89-43-0,98118,Aurantiol,663958-46-1|89-43-0,"Aurantiol|89-43-0|Aurantium|Aurantion|Hydroxycitronellal methyl anthranilate|NSC-78483|UNII-495739WRQE|Methyl N-3,7-dimethyl-7-hydroxyoctylideneanthranilate|495739WRQE|NSC 78483",,Aurantiol (Methyl Anthranilate Schiffs Base) 50% in DPG from PerfumersWorld,"{'PerfumersWorld': '89-43-0', 'MySkinRecipes': '89-43-0'}",https://www.perfumersworld.com/view.php?pro_id=5NC12180
NATURAL_MIXTURE,Hay Absolute,8031-00-3,,,,,,Hay Absolute 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '8031-00-3', 'SimpleScentsDIY': '100209-32-3'}",https://www.perfumersworld.com/view.php?pro_id=8NY00523
WIP_VERIFIED,Guaiacol,90-05-1,460,Guaiacol,9009-62-5|26638-03-9|90-05-1,"guaiacol|2-Methoxyphenol|90-05-1|o-Methoxyphenol|2-Hydroxyanisole|o-Guaiacol|Guaiastil|o-Hydroxyanisole|Phenol, 2-methoxy-|Pyroguaiac acid",,Guaiacol 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '90-05-1', 'MySkinRecipes': '90-05-1'}",https://www.perfumersworld.com/view.php?pro_id=9PT00213
NATURAL_MIXTURE,Birch Tar Oil Rectified,8001-88-5,,,,,,Birch Tar Oil Rectified 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '8001-88-5', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7TP00822
WIP_VERIFIED,Indole,120-72-9,798,Indole,120-72-9,"indole|1H-Indole|120-72-9|2,3-Benzopyrrole|Indol|1-Benzazole|Ketole|1-Azaindene|Benzopyrrole|FEMA No. 2593",,Indole 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '120-72-9', 'MySkinRecipes': '120-72-9'}",https://www.perfumersworld.com/view.php?pro_id=9UN00235
WIP_VERIFIED,Skatole,83-34-1,6736,Skatole,83-34-1,"3-METHYLINDOLE|3-Methyl-1H-indole|Skatole|83-34-1|1H-Indole, 3-methyl-|Scatole|Skatol|Indole, 3-methyl-|beta-Methylindole|FEMA No. 3019",,Skatole 1% in DPG from PerfumersWorld,"{'PerfumersWorld': '83-34-1', 'MySkinRecipes': '83-34-1'}",https://www.perfumersworld.com/view.php?pro_id=9UU00413
WIP_DISCREPANCY,Isobutyl Quinoline,65442-31-1,74005,(Isobutyl)quinoline,1333-58-0|7661-51-0,"(Isobutyl)quinoline|Quinoline, (2-methylpropyl)-|EINECS 215-598-0|RefChem:406549|215-598-0|4-Isobutylquinoline|4-(2-methylpropyl)quinoline|1333-58-0|7661-51-0|Quinoline, 4-(2-methylpropyl)-","WIP CAS 65442-31-1 not in PubChem ['1333-58-0', '7661-51-0']; Supplier PerfumersWorld CAS 65442-31-1 error; Supplier MySkinRecipes CAS 65442-31-1 error",Isobutyl Quinoline 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '65442-31-1', 'MySkinRecipes': '65442-31-1'}",https://www.perfumersworld.com/view.php?pro_id=9UP00247
NATURAL_MIXTURE,Cocoa Absolute,8002-31-1,,,,,,Cocoa Absolute 10% in DPG from PerfumersWorld,"{'PerfumersWorld': '8002-31-1', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=8VT00635
PROPRIETARY_MIXTURE,Neroli,Mixture,,,,,,Neroli Fleuressence from PerfumersWorld,"{'PerfumersWorld': 'Mixture (Perfume Base)', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=6CN09093
PROPRIETARY_MIXTURE,Apple,Mixture,,,,,,Apple Fleuressence from PerfumersWorld,"{'PerfumersWorld': 'Mixture (Perfume Base)', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=6FG07793
PROPRIETARY_MIXTURE,Tuberose,Mixture,,,,,,Tuberose Fleuressence from PerfumersWorld,"{'PerfumersWorld': 'Mixture (Perfume Base)', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=6ND09418
PROPRIETARY_MIXTURE,Styrax,Mixture,,,,,,Styrax Fleuressence from PerfumersWorld,"{'PerfumersWorld': 'Mixture (Perfume Base)', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=6QS09084
NATURAL_MIXTURE,Peppermint Essential Oil,8006-90-4,,,,,,Peppermint Essential Oil from PerfumersWorld,"{'PerfumersWorld': '8006-90-4', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7BB00360
NATURAL_MIXTURE,Bitter Orange Essential Oil,8008-57-9,,,,,,Bitter Orange Essential Oil from PerfumersWorld,"{'PerfumersWorld': '68916-04-1', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7CA00849
NATURAL_MIXTURE,Lemon Essential Oil,8008-56-8,,,,,,Lemon Essential Oil from PerfumersWorld,"{'PerfumersWorld': '84929-31-7', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7CC00271
NATURAL_MIXTURE,Lemongrass Essential Oil,8007-02-1,,,,,,Lemongrass Essential Oil from PerfumersWorld,"{'PerfumersWorld': '84238-19-7', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7CC00272
NATURAL_MIXTURE,Bergamot Essential Oil,8007-75-8,,,,,,Bergamot Essential Oil from PerfumersWorld,"{'PerfumersWorld': '8007-75-8', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7CL00061
NATURAL_MIXTURE,Citronella Essential Oil,8000-29-1,,,,,,Citronella Essential Oil from PerfumersWorld,"{'PerfumersWorld': '8000-29-1', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7CR00114
NATURAL_MIXTURE,Rosemary Essential Oil,8000-25-7,,,,,,Rosemary Essential Oil from PerfumersWorld,"{'PerfumersWorld': '8000-25-7', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7HB00400
NATURAL_MIXTURE,Lavandin Grosso Essential Oil,8022-15-9,,,,,,Lavandin Grosso Essential Oil from PerfumersWorld,"{'PerfumersWorld': '8022-15-9', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7HB07675
NATURAL_MIXTURE,Pine Essential Oil,8021-29-2,,,,,,Pine Essential Oil from PerfumersWorld,"{'PerfumersWorld': '84012-35-1', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7KQ07511
NATURAL_MIXTURE,Ginger Essential Oil,8007-08-7,,,,,,Ginger Essential Oil from PerfumersWorld,"{'PerfumersWorld': '84696-15-1', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7SC00209
NATURAL_MIXTURE,Nagarmotha Oil,68916-60-9,,,,,,Nagarmotha Oil from PerfumersWorld,"{'PerfumersWorld': '68916-60-9', 'SimpleScentsDIY': ''}",https://www.perfumersworld.com/view.php?pro_id=7WU09815
WIP_VERIFIED,Isoamyl Acetate,123-92-2,31276,Isoamyl Acetate,123-92-2,"ISOAMYL ACETATE|3-Methylbutyl acetate|123-92-2|Isopentyl acetate|Isopentyl ethanoate|Isoamyl ethanoate|3-Methylbutyl ethanoate|Isopentyl alcohol, acetate|3-Methyl-1-butyl acetate|Amylacetic ester",,Isoamyl Acetate from PerfumersWorld,"{'PerfumersWorld': '123-92-2', 'MySkinRecipes': '123-92-2'}",https://www.perfumersworld.com/view.php?pro_id=9FD00245
WIP_VERIFIED,Florhydral,125109-85-5,86209,Florhydral,125109-85-5,"Isopropylphenylbutanal|125109-85-5|Florhydral|3-(3-Isopropylphenyl)butanal|beta-Methyl-3-(1-methylethyl)benzenepropanal|DTXSID7051632|Z92022479Y|Benzenepropanal, beta-methyl-3-(1-methylethyl)-|RefChem:149863|DTXCID8030184",,Florhydral from SimpleScentsDIY,"{'MySkinRecipes': '125109-85-5', 'SimpleScentsDIY': '125109-85-5'}",https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2636-floral-butanal.html
WIP_DISCREPANCY,Galaxolide,1222-05-05,91497,Galaxolide,1222-05-5,"Galaxolide|1222-05-5|Abbalide|Galoxolide|HHCB|Pearlide|Galaxolide White|hexamethylindanopyran|Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-|Hexahydrohexamethyl cyclopentabenzopyran",WIP CAS 1222-05-05 not in PubChem ['1222-05-5'],Galaxolide 100% (Pure) from SimpleScentsDIY,"{'MySkinRecipes': '1222-05-5', 'SimpleScentsDIY': '1222-05-5'}",https://www.myskinrecipes.com/shop/th/musk-มัสก์/2884-galaxolide-musk-gx.html
WIP_DISCREPANCY,Kohinool,87118-95-4,21909238,"3,5,6,6-Tetramethyl-4-methyleneheptan-2-ol",81787-06-6,"RefChem:486467|3,5,6,6-tetramethyl-4-methyleneheptan-2-ol|Kohinool|81787-06-6|3,5,6,6-tetramethyl-4-methylideneheptan-2-ol|2-Heptanol, 3,5,6,6-tetramethyl-4-methylene-|SCHEMBL112430|KQHNSYOQXVRMSX-UHFFFAOYSA-N|DTXSID201002223",WIP CAS 87118-95-4 not in PubChem ['81787-06-6']; Supplier MySkinRecipes CAS 87118-95-4 error; Supplier SimpleScentsDIY CAS 87118-95-4 error,Kohinool from SimpleScentsDIY,"{'MySkinRecipes': '87118-95-4', 'SimpleScentsDIY': '87118-95-4'}",https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2866-kohinool-amber-carbinol.html
WIP_VERIFIED,Octahydrocoumarin Bicyclonona Lactone,4430-31-3,20487,Octahydrocoumarin,4430-31-3,"Octahydrocoumarin|4430-31-3|Octahydro-2H-1-benzopyran-2-one|Bicyclononalactone|Cyclohexyllactone|Cyclohexyl lactone|Octahydro-1-benzopyran-2-one|2H-1-Benzopyran-2-one, octahydro-|FEMA No. 3791|COUMARIN, OCTAHYDRO-",,Octahydrocoumarin Bicyclonona Lactone (FEMA 3791),"{'MySkinRecipes': '4430-31-3', 'SimpleScentsDIY': '4430-31-3'}",https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/2517-octahydrocoumarin-bicyclonona-lactone-fema-3791-.html
WIP_VERIFIED,Silvanone Supra,109-29-5,7984,Hexadecanolide,109-29-5,"109-29-5|OXACYCLOHEPTADECAN-2-ONE|Cyclohexadecanolide|hexadecanolactone|Hexadecanolide|Juniperic acid lactone|16-Hexadecanolactone|1,16-Hexadecanolide|DTXSID4047622|64E2HO00C7",,Silvanone Supra from SimpleScentsDIY,"{'MySkinRecipes': '109-29-5', 'SimpleScentsDIY': '109-29-5'}",https://www.myskinrecipes.com/shop/th/musk-มัสก์/2900-silvanone-supra.html
WIP_VERIFIED,Violiff,87731-18-8,5463762,"Carbonic acid, 4-cycloocten-1-yl methyl ester",87731-18-8,"Carbonic acid, 4-cycloocten-1-yl methyl ester|methoxycarbonyloxycyclooct-4-ene|EC 401-620-8|RefChem:574379|401-620-8|87731-18-8|[(4Z)-cyclooct-4-en-1-yl] methyl carbonate|(Z)-cyclooct-4-en-1-yl methyl carbonate|SCHEMBL756915|LDHHCYCOENSXIM-IHWYPQMZSA-N",,Violiff from SimpleScentsDIY,"{'MySkinRecipes': '', 'SimpleScentsDIY': '87731-18-8'}",https://www.myskinrecipes.com/shop/th/iris-ไอริส/2662-violet-methyl-carbonate-violiff.html
NATURAL_MIXTURE,Apricot Oil - Fixed Oil,72869-69-3,,,,,,Apricot Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '68650-44-2'},https://www.perfumersworld.com/view.php?pro_id=0ZA01228
NATURAL_MIXTURE,Evening Primrose Oil - Fixed Oil,90028-66-3,,,,,,Evening Primrose Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '90028-66-3'},https://www.perfumersworld.com/view.php?pro_id=0ZA01393
NATURAL_MIXTURE,Sweet Almond Oil - Fixed Oil,8007-69-0,,,,,,Sweet Almond Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '8007-69-0'},https://www.perfumersworld.com/view.php?pro_id=0ZA01431
NATURAL_MIXTURE,Avocado Oil - Fixed Oil,8024-32-6,,,,,,Avocado Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '8024-32-6'},https://www.perfumersworld.com/view.php?pro_id=0ZA01433
WIP_VERIFIED,Grapeseed Oil - Fixed Oil,8024-22-4,5280450,Linoleic Acid,6144-28-1|60-33-3|80969-37-5|506-21-8|8024-22-4|2197-37-7|85594-37-2,"linoleic acid|60-33-3|Linolic acid|(9Z,12Z)-octadeca-9,12-dienoic acid|Telfairic acid|cis,cis-Linoleic acid|9,12-Linoleic acid|Unifac 6550|Emersol 315|alpha-Linoleic acid",,Grapeseed Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '85594-37-2'},https://www.perfumersworld.com/view.php?pro_id=0ZA01434
NATURAL_MIXTURE,Olive Oil - Fixed Oil,8001-25-0,,,,,,Olive Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '8001-25-0'},https://www.perfumersworld.com/view.php?pro_id=0ZA01437
NATURAL_MIXTURE,Rice Bran Oil - Fixed Oil,68553-81-1,,,,,,Rice Bran Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '68553-81-1'},https://www.perfumersworld.com/view.php?pro_id=0ZA01442
NATURAL_MIXTURE,Jojoba Oil - Fixed Oil,61789-91-1,,,,,,Jojoba Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '90045-98-0'},https://www.perfumersworld.com/view.php?pro_id=0ZA01456
WIP_VERIFIED,Vitamin E Acetate - Fixed Oil,7695-91-2,2117,Dl-alpha-tocopherol acetate,58-95-7|52225-20-4|7695-91-2,"DL-alpha-Tocopherol acetate|52225-20-4|all-rac-alpha-Tocopheryl acetate|(+-)-alpha-Tocopherol acetate|WR1WPI7EW8|Alpha-tocopherol acetate, dl-|[2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-yl] acetate|Tocopheryl Acetate, dl-Alpha|Alpha-tocopheryl acetate, dl-|J262.912G",,Vitamin E Acetate - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '58-95-7'},https://www.perfumersworld.com/view.php?pro_id=0ZA07519
NATURAL_MIXTURE,Palm Oil Fractionated - Fixed Oil,8002-75-3,,,,,,Palm Oil Fractionated - Fixed Oil (Palm MCT) from PerfumersWorld,{'PerfumersWorld': '8023-79-8'},https://www.perfumersworld.com/view.php?pro_id=0ZA07555
WIP_VERIFIED,Triethyl Citrate,77-93-0,6506,Triethyl Citrate,77-93-0,"TRIETHYL CITRATE|77-93-0|Ethyl citrate|Citroflex 2|Eudraflex|Hydragen CAT|Citric acid, triethyl ester|1,2,3-Propanetricarboxylic acid, 2-hydroxy-, triethyl ester|Triaethylcitrat|FEMA No. 3083",,Triethyl Citrate (TEC) from PerfumersWorld,{'PerfumersWorld': '77-93-0'},https://www.perfumersworld.com/view.php?pro_id=0ZC00449
WIP_VERIFIED,3-Methyl-3-Methoxy Butanol,56539-66-3,62118,Methoxymethylbutanol,56539-66-3,"3-Methoxy-3-methylbutan-1-ol|56539-66-3|3-Methoxy-3-methyl-1-butanol|3-Methyl-3-methoxybutanol|3-Methoxy-3-methylbutanol|METHOXYMETHYLBUTANOL|1-Butanol, 3-methoxy-3-methyl-|Solfit S 110|3-methyl-3-methoxy-1-butanol|3-Methxoy-3-methylbutan-1-ol",,3-Methyl-3-Methoxy Butanol (MMB) from PerfumersWorld,{'PerfumersWorld': '56539-66-3'},https://www.perfumersworld.com/view.php?pro_id=0ZH20962
