Status,Cleaned_Name,WIP_CAS,PubChem_CID,PubChem_Title,PubChem_CAS_All,PubChem_Synonyms_Top10,Audit_Notes,Original_Name,Supplier_CAS_Map,Product_URL
WIP_VERIFIED,Benzyl Alcohol,100-51-6,244,Benzyl Alcohol,100-51-6|957205-23-1,benzyl alcohol|phenylmethanol|benzenemethanol|100-51-6|phenylcarbinol|Benzoyl alcohol|Benzenecarbinol|Hydroxytoluene|alpha-Toluenol|Phenylmethyl alcohol,,Benzyl Alcohol (BA) from PerfumersWorld,{'PerfumersWorld': '100-51-6'},https://www.perfumersworld.com/view.php?pro_id=0ZN00053
WIP_VERIFIED,Benzyl Benzoate,120-51-4,2345,Benzyl Benzoate,120-51-4,"BENZYL BENZOATE|120-51-4|Ascabiol|Benzoic acid, phenylmethyl ester|Benylate|Novoscabin|Scobenol|Benzoic acid, benzyl ester|Ascabin|Scabiozon",,Benzyl Benzoate (BB) from PerfumersWorld,{'PerfumersWorld': '120-51-4'},https://www.perfumersworld.com/view.php?pro_id=0ZN00054
WIP_VERIFIED,Butylated Hydroxytoluene (BHT) antioxidant,128-37-0,31404,"2,6-Di-tert-butyl-4-methylphenol",128-37-0|950-56-1,"2,6-Di-tert-butyl-4-methylphenol|128-37-0|2,6-Di-tert-butyl-p-cresol|Butylhydroxytoluene|2,6-Di-t-butyl-4-methylphenol|Ionol|Stavox|DBPC|Impruvol|Dalpac",,Butylated Hydroxytoluene (BHT) antioxidant from PerfumersWorld,{'PerfumersWorld': '128-37-0'},https://www.perfumersworld.com/view.php?pro_id=0ZP03359
PROPRIETARY_MIXTURE,Solubilizer,9005-64-5,,,,,,Solubilizer (Polysorbate 20) from PerfumersWorld,{'PerfumersWorld': ''},https://www.perfumersworld.com/view.php?pro_id=0ZS05357
PROPRIETARY_MIXTURE,Solubilizer PWS,Mixture,,,,,,Solubilizer PWS from PerfumersWorld,{'PerfumersWorld': ''},https://www.perfumersworld.com/view.php?pro_id=0ZS07626
PROPRIETARY_MIXTURE,Solubilizer Extra Clear,Mixture,,,,,,Solubilizer Extra Clear from PerfumersWorld,{'PerfumersWorld': ''},https://www.perfumersworld.com/view.php?pro_id=0ZS07781
NATURAL_MIXTURE,Rosemary Antioxidant - Extract,84604-14-8,,,,,,Rosemary Antioxidant - Extract from PerfumersWorld,{'PerfumersWorld': '84604-14-8'},https://www.perfumersworld.com/view.php?pro_id=0ZV01349
NATURAL_MIXTURE,Safflower Oil - Fixed Oil,8001-23-8,,,,,,Safflower Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '8001-23-8'},https://www.perfumersworld.com/view.php?pro_id=0ZV01445
NATURAL_MIXTURE,Sunflower Oil - Fixed Oil,8001-21-6,,,,,,Sunflower Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '8001-21-6'},https://www.perfumersworld.com/view.php?pro_id=0ZV01452
NATURAL_MIXTURE,Virgin Coconut Oil - Fixed Oil,8001-31-8,,,,,,Virgin Coconut Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '8001-31-8'},https://www.perfumersworld.com/view.php?pro_id=0ZV01460
NATURAL_MIXTURE,Coconut Oil Fractionated (Coconut MCT) Fixed Oil,73398-61-5,,,,,,Coconut Oil Fractionated (Coconut MCT) Fixed Oil from PerfumersWorld,{'PerfumersWorld': '8001-31-8'},https://www.perfumersworld.com/view.php?pro_id=0ZV22213
WIP_VERIFIED,Dipropylene Glycol,25265-71-8,134692469,Dipropylene Glycol,25265-71-8|110-98-5,"Dipropylenglykol|4-Oxa-2,6-heptandiol|E107L85C40|EPA Pesticide Chemical Code 068604|RefChem:57330|Abelia seaweed refining mask|Abelia green tea energy mask|Abelia cucumber soothing mask|Abelia lemon brightening mask|Abelia collagen amplifying mask",,Dipropylene Glycol (DPG) from PerfumersWorld,{'PerfumersWorld': '25265-71-8'},https://www.perfumersworld.com/view.php?pro_id=0ZW00165
WIP_VERIFIED,Diethyl Phthalate,84-66-2,6781,Diethyl Phthalate,84-66-2,"DIETHYL PHTHALATE|84-66-2|Ethyl phthalate|phthalic acid diethyl ester|Anozol|Neantine|Phthalol|Solvanol|diethyl benzene-1,2-dicarboxylate|Palatinol A",,Diethyl Phthalate (DEP) from PerfumersWorld,{'PerfumersWorld': '84-66-2'},https://www.perfumersworld.com/view.php?pro_id=0ZX00143
WIP_VERIFIED,Isopropyl Palmitate,142-91-6,8907,Isopropyl Palmitate,142-91-6,"ISOPROPYL PALMITATE|142-91-6|Isopropyl hexadecanoate|Hexadecanoic acid, 1-methylethyl ester|Isopalm|Emerest 2316|Wickenol 111|Deltyl|Isopal|Propal",,Isopropyl Palmitate (IPP) from PerfumersWorld,{'PerfumersWorld': '142-91-6'},https://www.perfumersworld.com/view.php?pro_id=0ZZ00240
NATURAL_MIXTURE,White Mineral Oil - Fixed Oil,8042-47-5,,,,,,White Mineral Oil - Fixed Oil from PerfumersWorld,{'PerfumersWorld': '110-27-0'},https://www.perfumersworld.com/view.php?pro_id=0ZZ07723
WIP_VERIFIED,Myristic Acid,544-63-8,11005,Myristic Acid,544-63-8|32112-52-0|62217-70-3,Tetradecanoic acid|MYRISTIC ACID|544-63-8|n-Tetradecanoic acid|n-Tetradecan-1-oic acid|Crodacid|1-Tridecanecarboxylic acid|n-Tetradecoic acid|Hydrofol acid 1495|Univol U 316S,,Myristic Acid from PerfumersWorld,{'PerfumersWorld': '544-63-8'},https://www.perfumersworld.com/view.php?pro_id=1AA05031
WIP_VERIFIED,Lauric Acid,143-07-7,3893,Lauric Acid,8045-27-0|203714-07-2|7632-48-6|8000-62-2|143-07-7,lauric acid|DODECANOIC ACID|143-07-7|n-Dodecanoic acid|Dodecylic acid|Laurostearic acid|Vulvic acid|Dodecoic acid|Duodecylic acid|1-Undecanecarboxylic acid,,Lauric Acid from PerfumersWorld,{'PerfumersWorld': '143-07-7'},https://www.perfumersworld.com/view.php?pro_id=1AA06214
WIP_VERIFIED,Menthol Crystals,2216-51-5,16666,(-)-Menthol,89-78-1|2216-51-5|1490-04-6|98167-53-4,"l-Menthol|(-)-menthol|2216-51-5|Levomenthol|l-(-)-Menthol|Levomentholum|U.S.P. Menthol|(-)-Menthyl alcohol|(1R)-(-)-Menthol|(-)-(1R,3R,4S)-Menthol",,Menthol Crystals from PerfumersWorld,{'PerfumersWorld': '2216-51-5'},https://www.perfumersworld.com/view.php?pro_id=1BB00290
WIP_VERIFIED,Camphor Powder,76-22-2,2537,Camphor,464-48-2|464-49-3|21368-68-3|76-22-2,"camphor|76-22-2|DL-Camphor|2-Camphanone|2-Bornanone|1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one|Bornan-2-one|21368-68-3|Alphanon|Kampfer",,Camphor Powder from PerfumersWorld,{'PerfumersWorld': '464-49-3'},https://www.perfumersworld.com/view.php?pro_id=1BH00080
WIP_VERIFIED,Nerolin Bromelia,93-18-5,7129,2-Ethoxynaphthalene,93-18-5,"2-ETHOXYNAPHTHALENE|93-18-5|Neroline|Naphthalene, 2-ethoxy-|Nerolin II|Ethyl 2-naphthyl ether|Nerolin new|beta-Naphthyl ethyl ether|Bromelia (compound)|2-Naphthol ethyl ether",,Nerolin Bromelia from PerfumersWorld,{'PerfumersWorld': '93-18-5'},https://www.perfumersworld.com/view.php?pro_id=1CN00320
WIP_VERIFIED,Nerolin Yara yara,93-04-9,7119,2-Methoxynaphthalene,93-04-9,"2-METHOXYNAPHTHALENE|93-04-9|Naphthalene, 2-methoxy-|Nerolin|Methyl 2-naphthyl ether|2-Naphthol methyl ether|beta-Naphthyl methyl ether|beta-Methoxynaphthalene|Nerolin (old)|beta-Naphthol methyl ether",,Nerolin Yara yara from PerfumersWorld,{'PerfumersWorld': '93-04-9'},https://www.perfumersworld.com/view.php?pro_id=1CN00321
WIP_DISCREPANCY,Buccoxime,95962-14-4,166450,"Bicyclo[3.2.1]octan-8-one, 1,5-dimethyl-, oxime",75147-23-8,"1,5-Dimethylbicyclo[3.2.1]octan-8-one oxime|75147-23-8|EINECS 278-079-8|1,5-Dimethylbicyclo(3.2.1)octan-8-one oxime|Bicyclo(3.2.1)octan-8-one, 1,5-dimethyl-, oxime|DTXSID2052495|Bicyclo[3.2.1]octan-8-one, 1,5-dimethyl-, oxime|RefChem:568239|DTXCID9031068|Bicyclo3.2.1octan-8-one, 1,5-dimethyl-, oxime",WIP CAS 95962-14-4 not in PubChem ['75147-23-8'],Buccoxime from PerfumersWorld,{'PerfumersWorld': '75147-23-8'},https://www.perfumersworld.com/view.php?pro_id=1FB00071
WIP_VERIFIED,Oranger Crystals,93-08-3,7122,2-Acetylnaphthalene,93-08-3|1333-52-4,"2-Acetylnaphthalene|2-Acetonaphthone|93-08-3|2'-Acetonaphthone|1-(naphthalen-2-yl)ethanone|Ethanone, 1-(2-naphthalenyl)-|Methyl 2-naphthyl ketone|1-(2-Naphthyl)ethanone|2-Naphthyl methyl ketone|Acetonaphthone",,Oranger Crystals from PerfumersWorld,{'PerfumersWorld': '93-08-3'},https://www.perfumersworld.com/view.php?pro_id=1NC00340
WIP_VERIFIED,para-Cresyl Phenyl Acetate,101-94-0,60997,p-CRESYL PHENYLACETATE,101-94-0,"p-Tolyl phenylacetate|101-94-0|p-Cresyl phenylacetate|BENZENEACETIC ACID, 4-METHYLPHENYL ESTER|Phenylacetic acid, p-tolyl ester|Acetic acid, phenyl-, p-tolyl ester|4-methylphenyl 2-phenylacetate|4-Methylphenyl benzeneacetate|FEMA No. 3077|Cresyl phenylacetate, p-",,para-Cresyl Phenyl Acetate from PerfumersWorld,{'PerfumersWorld': '101-94-0'},https://www.perfumersworld.com/view.php?pro_id=1PF01952
WIP_DISCREPANCY,Phenyl Ethyl Salicylate,87-22-9,15066011,Phenyl ethyl salicylate,,phenyl ethyl salicylate,WIP CAS 87-22-9 not in PubChem []; Supplier PerfumersWorld CAS 87-22-9 error,Phenyl Ethyl Salicylate from PerfumersWorld,{'PerfumersWorld': '87-22-9'},https://www.perfumersworld.com/view.php?pro_id=1RO05275
WIP_VERIFIED,Rosone Rose Crystals,90-17-5,7007,Rosacetol,90-17-5,"2,2,2-Trichloro-1-phenylethyl acetate|90-17-5|Rosacetol|Rose crystals|alpha-(Trichloromethyl)benzyl acetate|Rosephenone|Trichloromethylphenylcarbinyl acetate|Trichlor phenyl methyl carbinyl acetate|NSC 165582|EINECS 201-972-0",,Rosone Rose Crystals from PerfumersWorld,{'PerfumersWorld': '90-17-5'},https://www.perfumersworld.com/view.php?pro_id=1RP05672
WIP_VERIFIED,Acetyl Isoeugenol,93-29-8,876160,Isoeugenyl acetate,5912-87-8|93-29-8,Acetylisoeugenol|Isoeugenyl acetate|Isoeugenol acetate|5912-87-8|Acetisoeugenol|Acetyl isoeugenol|(E)-isoeugenyl acetate|2-methoxy-4-(prop-1-en-1-yl)phenyl acetate|2-Methoxy-4-propenylphenyl acetate|trans-Isoeugenol acetate,,Acetyl Isoeugenol from PerfumersWorld,{'PerfumersWorld': '93-29-8'},https://www.perfumersworld.com/view.php?pro_id=1SP00011
WIP_VERIFIED,Ambrox Super,6790-58-5,10857465,(-)-Ambroxide,100679-85-4|6790-58-5,"(-)-Ambroxide|6790-58-5|Ambroxide|Ambroxan|(-)-ambrox|Ambroxide, (-)-|K60YJF1E9A|(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyldodecahydronaphtho[2,1-b]furan|AMBERMOX|AMBROFIX",,Ambrox Super from PerfumersWorld,{'PerfumersWorld': '6790-58-5'},https://www.perfumersworld.com/view.php?pro_id=1UW00035
WIP_VERIFIED,Ambrofix,6790-58-5,10857465,(-)-Ambroxide,100679-85-4|6790-58-5,"(-)-Ambroxide|6790-58-5|Ambroxide|Ambroxan|(-)-ambrox|Ambroxide, (-)-|K60YJF1E9A|(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyldodecahydronaphtho[2,1-b]furan|AMBERMOX|AMBROFIX",,Ambrofix from PerfumersWorld,{'PerfumersWorld': '6790-58-5'},https://www.perfumersworld.com/view.php?pro_id=1UW16861
WIP_VERIFIED,6-Methyl Coumarin,92-48-8,7092,6-Methylcoumarin,92-48-8,"6-Methylcoumarin|92-48-8|6-Methyl-2H-chromen-2-one|Toncarine|6-Methyl coumarin|6-Methylbenzopyrone|Coumarin, 6-methyl-|6-Methylcoumarinic anhydride|METHYL COUMARIN|Cocodescol",,6-Methyl Coumarin from PerfumersWorld,{'PerfumersWorld': ''},https://www.perfumersworld.com/view.php?pro_id=1VD00002
WIP_VERIFIED,Maple Lactone,80-71-7,6660,2-Hydroxy-3-methyl-2-cyclopenten-1-one,80-71-7,"80-71-7|Cyclotene|Corylone|2-HYDROXY-3-METHYL-2-CYCLOPENTEN-1-ONE|2-hydroxy-3-methylcyclopent-2-en-1-one|Cycloten|2-Cyclopenten-1-one, 2-hydroxy-3-methyl-|Methylcyclopentenolone|Cyclotene (ordorant)|2-Hydroxy-1-methylcyclopenten-3-one",,Maple Lactone from PerfumersWorld,{'PerfumersWorld': '80-71-7'},https://www.perfumersworld.com/view.php?pro_id=1VE00286
NATURAL_MIXTURE,Cocoa CO2 Extract,84649-99-0,,,,,,Cocoa CO2 Extract from PerfumersWorld,{'PerfumersWorld': '84649-99-0'},https://www.perfumersworld.com/view.php?pro_id=1VT23924
WIP_DISCREPANCY,Cedrenyl Acetate,77-54-3,102120,Cedrenyl acetate,1405-92-1,"Cedrenyl acetate|Cedrenol, acetate|EINECS 215-789-9|1H-3a,7-Methanoazulene-6-methanol, 2,3,4,7,8,8a-hexahydro-3,8,8-trimethyl-, 6-acetate, (3R,3aS,7R,8aS)-|RefChem:574956|Cedrenol, acetate (8CI)|1405-92-1|[(1S,2R,5S,7R)-2,6,6-trimethyl-8-tricyclo[5.3.1.01,5]undec-8-enyl]methyl acetate|cedr-8-en-15-yl acetate|SCHEMBL2574341",WIP CAS 77-54-3 not in PubChem ['1405-92-1'],Cedrenyl Acetate from PerfumersWorld,{'PerfumersWorld': '1405-92-1'},https://www.perfumersworld.com/view.php?pro_id=1WW00096
WIP_VERIFIED,Citric Acid,77-92-9,311,Citric Acid,77-92-9|60267-61-0,"citric acid|77-92-9|2-hydroxypropane-1,2,3-tricarboxylic acid|Citric acid, anhydrous|Aciletten|Anhydrous citric acid|Citro|Citretten|Citric acid anhydrous|Chemfill",,Citric Acid from PerfumersWorld,{'PerfumersWorld': '77-92-9'},https://www.perfumersworld.com/view.php?pro_id=1ZX03525
DATA_GAP,Elemi Gum,9000-75-3,,,,,,Elemi Gum from PerfumersWorld,{'PerfumersWorld': '8023-89-0'},https://www.perfumersworld.com/view.php?pro_id=2CQ00168
WIP_VERIFIED,Aurantiol - Methyl Anthranilate Schiffs,89-43-0,98118,Aurantiol,663958-46-1|89-43-0,"Aurantiol|89-43-0|Aurantium|Aurantion|Hydroxycitronellal methyl anthranilate|NSC-78483|UNII-495739WRQE|Methyl N-3,7-dimethyl-7-hydroxyoctylideneanthranilate|495739WRQE|NSC 78483",,Aurantiol - Methyl Anthranilate Schiffs Base from PerfumersWorld,{'PerfumersWorld': '89-43-0'},https://www.perfumersworld.com/view.php?pro_id=2NC00409
NATURAL_MIXTURE,Opoponax Resinoid,9000-78-6,,,,,,Opoponax Resinoid from PerfumersWorld,{'PerfumersWorld': '9000-78-6'},https://www.perfumersworld.com/view.php?pro_id=2QC00337
NATURAL_MIXTURE,Olibanum Resinoid Absolute - Solid,8016-36-2,,,,,,Olibanum Resinoid Absolute - Solid from PerfumersWorld,{'PerfumersWorld': '8016-36-2'},https://www.perfumersworld.com/view.php?pro_id=2QK00334
SUPPLIER_MISMATCH,Olibanum Resinoid,8050-07-5,4197136,"6-Amino-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol",8050-07-5,"6-amino-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol|8050-07-5|SCHEMBL352747|XPHOBMULWMGEBA-UHFFFAOYSA-N|SB47811|DB-017909",Supplier PerfumersWorld CAS 8016-36-2 error,Olibanum Resinoid (Viscous) from PerfumersWorld,{'PerfumersWorld': '8016-36-2'},https://www.perfumersworld.com/view.php?pro_id=2QK21856
NATURAL_MIXTURE,Styrax Resinoid,9000-74-2,,,,,,Styrax Resinoid from PerfumersWorld,{'PerfumersWorld': '8096-19-3'},https://www.perfumersworld.com/view.php?pro_id=2QS00421
NATURAL_MIXTURE,Benzoin Siam Resinoid,9000-72-0,,,,,,Benzoin Siam Resinoid from PerfumersWorld,{'PerfumersWorld': '9000-72-0'},https://www.perfumersworld.com/view.php?pro_id=2QV00050
NATURAL_MIXTURE,Peru Balsam Resinoid,8007-00-9,,,,,,Peru Balsam Resinoid from PerfumersWorld,{'PerfumersWorld': '8007-00-9'},https://www.perfumersworld.com/view.php?pro_id=2QV00363
NATURAL_MIXTURE,Tolu Balsam Resinoid,9000-64-0,,,,,,Tolu Balsam Resinoid from PerfumersWorld,{'PerfumersWorld': '8016-26-0'},https://www.perfumersworld.com/view.php?pro_id=2QV00443
NATURAL_MIXTURE,Benzoin Sumatra Resinoid,9000-73-1,,,,,,Benzoin Sumatra Resinoid from PerfumersWorld,{'PerfumersWorld': '9000-05-9'},https://www.perfumersworld.com/view.php?pro_id=2QV08253
DATA_GAP,Benjoin Laos Matured,9000-05-9,,,,,,Benjoin Laos Matured from PerfumersWorld,{'PerfumersWorld': '9000-72-0'},https://www.perfumersworld.com/view.php?pro_id=2QV23712
PROPRIETARY_MIXTURE,Tonkarome,Mixture,,,,,,Tonkarome from PerfumersWorld,{'PerfumersWorld': ''},https://www.perfumersworld.com/view.php?pro_id=2QV23715
WIP_DISCREPANCY,Benzyl Cinnamate,103-41-3,5273469,,103-41-3,"BENZYL CINNAMATE|103-41-3|Cinnamein|Benzyl 3-phenylpropenoate|benzyl (E)-3-phenylprop-2-enoate|trans-Cinnamic acid benzyl ester|Cinnamic acid, benzyl ester|Benzylcinnamate|Benzyl alcohol, cinnamic ester|FEMA No. 2142",,Benzyl Cinnamate from PerfumersWorld,{'PerfumersWorld': '103-41-3'},https://www.perfumersworld.com/view.php?pro_id=2SQ00056
WIP_DISCREPANCY,Cinnamyl Alcohol,104-54-1,5315892,,104-54-1,cinnamyl alcohol|104-54-1|3-PHENYL-2-PROPEN-1-OL|cinnamic alcohol|(E)-3-phenylprop-2-en-1-ol|(E)-cinnamyl alcohol|Styryl carbinol|Styrone|3-Phenylallyl alcohol|Styryl alcohol,,Cinnamyl Alcohol from PerfumersWorld,{'PerfumersWorld': '104-54-1'},https://www.perfumersworld.com/view.php?pro_id=2SV00105
NATURAL_MIXTURE,Labdanum Resinoid,89997-74-0,,,,,,Labdanum Resinoid from PerfumersWorld,{'PerfumersWorld': '8016-26-0'},https://www.perfumersworld.com/view.php?pro_id=2UQ00264
WIP_DISCREPANCY,Dihydro Coumarin,119-84-6,660,,119-84-6,"dihydrocoumarin|3,4-dihydrocoumarin|119-84-6|hydrocoumarin|Benzodihydropyrone|melilotin|2-chromanone|1,2-benzodihydropyrone|melilotic lactone|Melilotine",,Dihydro Coumarin from PerfumersWorld,{'PerfumersWorld': '119-84-6'},https://www.perfumersworld.com/view.php?pro_id=2VD00148
WIP_DISCREPANCY,Musk Concentrate,Mixture,91497,,1222-05-5,"Galaxolide|1222-05-5|Abbalide|Galoxolide|HHCB|Pearlide|Galaxolide White|hexamethylindanopyran|Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-|Hexahydrohexamethyl cyclopentabenzopyran",,Musk Concentrate from PerfumersWorld,{'PerfumersWorld': '1222-05-5'},https://www.perfumersworld.com/view.php?pro_id=2XA09558
WIP_DISCREPANCY,Exaltolide Pentadecanolide,106-02-5,235414,,106-02-5,Oxacyclohexadecan-2-one|106-02-5|Cyclopentadecanolide|Exaltolide|Pentalide|Pentadecan-15-olide|Muskolactone|Thibetolide|PENTADECALACTONE|omega-Pentadecalactone,,Exaltolide Pentadecanolide from PerfumersWorld,{'PerfumersWorld': '106-02-5'},https://www.perfumersworld.com/view.php?pro_id=2XX00186
WIP_DISCREPANCY,Macrolide,105-95-3,235414,,106-02-5,Oxacyclohexadecan-2-one|106-02-5|Cyclopentadecanolide|Exaltolide|Pentalide|Pentadecan-15-olide|Muskolactone|Thibetolide|PENTADECALACTONE|omega-Pentadecalactone,,Macrolide from PerfumersWorld,{'PerfumersWorld': '106-02-5'},https://www.perfumersworld.com/view.php?pro_id=2XX14556
NATURAL_MIXTURE,Oakmoss Resinoid - IFRA Low Atranol,90028-68-5,,,,,,Oakmoss Resinoid - IFRA Low Atranol from PerfumersWorld,{'PerfumersWorld': '9000-50-4'},https://www.perfumersworld.com/view.php?pro_id=2YQ00329
WIP_DISCREPANCY,Decanol,112-30-1,8174,,112-30-1,1-DECANOL|Decyl alcohol|Decan-1-ol|112-30-1|n-Decyl alcohol|n-Decanol|Capric alcohol|Nonylcarbinol|Antak|Royaltac,,Decanol (Alcohol C-10) from PerfumersWorld,{'PerfumersWorld': '112-30-1'},https://www.perfumersworld.com/view.php?pro_id=3AC00014
WIP_DISCREPANCY,Dodecyl Nitrile,2437-25-4,17092,,2437-25-4,Dodecanenitrile|2437-25-4|TL45I6761P|NSC-1804|RefChem:135430|219-440-1|LAURONITRILE|Undecyl cyanide|n-Undecyl cyanide|Dodecanonitrile,,Dodecyl Nitrile from PerfumersWorld,{'PerfumersWorld': '2437-25-4'},https://www.perfumersworld.com/view.php?pro_id=3AC03955
WIP_DISCREPANCY,Alcohol C-9,143-08-8,8914,,143-08-8,1-Nonanol|Nonan-1-ol|143-08-8|NONYL ALCOHOL|Pelargonic alcohol|n-Nonyl alcohol|n-Nonanol|Nonalol|1-Hydroxynonane|Octyl carbinol,,Alcohol C-9 from PerfumersWorld,{'PerfumersWorld': '143-08-8'},https://www.perfumersworld.com/view.php?pro_id=3AD00017
WIP_DISCREPANCY,Alcohol C-8 Octanol,111-87-5,957,,111-87-5,1-octanol|Octan-1-ol|N-octanol|111-87-5|Octyl alcohol|caprylic alcohol|n-Octyl alcohol|Heptyl carbinol|1-Hydroxyoctane|Octilin,,Alcohol C-8 Octanol from PerfumersWorld,{'PerfumersWorld': '111-87-5'},https://www.perfumersworld.com/view.php?pro_id=3AD13388
WIP_DISCREPANCY,Alcohol C-7 Heptanol,111-70-6,8129,,111-70-6,1-HEPTANOL|Heptan-1-ol|Heptyl alcohol|Heptanol|n-Heptanol|Enanthic alcohol|Hydroxy heptane|Hydroxyheptane|Hexyl carbinol|C7 alcohol,,Alcohol C-7 Heptanol from PerfumersWorld,{'PerfumersWorld': '111-70-6'},https://www.perfumersworld.com/view.php?pro_id=3AE13387
WIP_DISCREPANCY,Lemonile,61792-11-8,112446,,61792-11-8,"3,7-Dimethylnona-2,6-dienenitrile|Lemonile|3,7-Dimethyl-2,6-nonadienenitrile|2,6-Nonadienenitrile, 3,7-dimethyl-|EINECS 263-214-5|UNII-B8MK5EZU56|B8MK5EZU56|DTXSID1052296|EC 263-214-5|RefChem:91882",,Lemonile from PerfumersWorld,{'PerfumersWorld': '61792-11-8'},https://www.perfumersworld.com/view.php?pro_id=3CC06770
WIP_DISCREPANCY,Dihydro Myrcenol,18479-58-8,29096,,18479-58-8,"Dihydromyrcenol|2,6-Dimethyloct-7-en-2-ol|2,6-Dimethyl-7-octen-2-ol|7-OCTEN-2-OL, 2,6-DIMETHYL-|1,1,5-trimethyl-6-heptenol|DTXSID8029317|BRN 1840872|EINECS 242-362-4|EINECS 246-787-6|UNII-46L1B02ND9",,Dihydro Myrcenol from PerfumersWorld,{'PerfumersWorld': '18479-58-8'},https://www.perfumersworld.com/view.php?pro_id=3CK00150
WIP_DISCREPANCY,D-Limonene,5989-27-5,440917,,5989-27-5,D-Limonene|5989-27-5|(+)-Limonene|(R)-(+)-Limonene|(D)-Limonene|(+)-(4R)-Limonene|(4R)-Limonene|(R)-4-Isopropenyl-1-methyl-1-cyclohexene|D-(+)-Limonene|(+)-Dipentene,,D-Limonene from PerfumersWorld,{'PerfumersWorld': '5989-27-5'},https://www.perfumersworld.com/view.php?pro_id=3CQ00276
WIP_DISCREPANCY,Apritone,68133-79-9,6437428,,68133-79-9,"2-(3,7-Dimethyl-2,6-octadienyl)cyclopentanone|FEMA No. 3829|TNV73M6I50|RefChem:454792|Apritone|68133-79-9|Geranylcyclopentanone|Decenyl cyclopentanone|2-[(2E)-3,7-dimethylocta-2,6-dienyl]cyclopentan-1-one|EINECS 268-706-3",,Apritone from PerfumersWorld,{'PerfumersWorld': '68133-79-9'},https://www.perfumersworld.com/view.php?pro_id=3FD06779
WIP_DISCREPANCY,Diethyl Malonate,105-53-3,7761,,105-53-3,"DIETHYL MALONATE|105-53-3|Diethyl propanedioate|Ethyl malonate|Malonic ester|Propanedioic acid, diethyl ester|Carbethoxyacetic ester|Malonic acid, diethyl ester|Dicarbethoxymethane|1,3-diethyl propanedioate",,Diethyl Malonate from PerfumersWorld,{'PerfumersWorld': '105-53-3'},https://www.perfumersworld.com/view.php?pro_id=3FG00145
WIP_DISCREPANCY,Fructone B,6413-10-1,95392,,6290-17-1,"6290-17-1|ethyl 2-(2,4-dimethyl-1,3-dioxolan-2-yl)acetate|Ethyl acetoacetate propylene glycol ketal|Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate|1,3-Dioxolane-2-acetic acid, 2,4-dimethyl-, ethyl ester|DTXSID4047549|UNII-087792Q4F6|NSC 6547|EINECS 228-536-2|Acetoacetic acid, ethyl ester, 1,2-propylene ketal",,Fructone B from PerfumersWorld,{'PerfumersWorld': '6290-17-1'},https://www.perfumersworld.com/view.php?pro_id=3FG00196
WIP_DISCREPANCY,Ethyl Levulinate,539-88-8,10883,,539-88-8,"ETHYL LEVULINATE|Ethyl 4-oxopentanoate|539-88-8|Ethyl 4-ketovalerate|Ethyl 4-oxovalerate|Levulinic acid, ethyl ester|Pentanoic acid, 4-oxo-, ethyl ester|Ethyl acetylpropanoate|FEMA No. 2442|DTXSID8047058",,Ethyl Levulinate from PerfumersWorld,{'PerfumersWorld': '539-88-8'},https://www.perfumersworld.com/view.php?pro_id=3FH04104
WIP_DISCREPANCY,Rhubofix,41816-03-09,94522,,41816-03-9,"Rhubofix|Spiro(1,4-methanonaphthalene-2(1H),2'-oxirane), 3,4,4a,5,8,8a-hexahydro-3',7-dimethyl-|EINECS 255-560-0|DTXSID6052089|3,4,4a,5,8,8a-Hexahydro-3',7'-dimethylspiro[1,4-methanonaphthalene-2(1H),2'-oxirane]|3,4,4a,5,8,8a-Hexahydro-3',7 (or 6)-dimethylspiro(1,4-methanonaphthalene-2(1H),2'-oxirane)|3,4,4a,5,8,8a-Hexahydro-3',7-dimethylspiro[1,4-methanonaphthalene-2(1H),2'-oxirane]|Spiro[1,4-methanonaphthalene-2(1H),2'-oxirane], 3,4,4a,5,8,8a-hexahydro-3',7-dimethyl-|3,4,4a,5,8,8a-Hexahydro-3',7'-dimethylspiro(1,4-methanonaphthalene-2(1H),2'-oxirane)|3,4,4a,5,8,8a-Hexahydro-3',7-dimethylspiro(1,4-methanonaphthalene-2(1H),2'-oxirane)",,Rhubofix from PerfumersWorld,{'PerfumersWorld': '41816-03-9'},https://www.perfumersworld.com/view.php?pro_id=3FL06757
WIP_DISCREPANCY,Galbex183,68901-15-5,637566,,106-24-1,"GERANIOL|106-24-1|Geranyl alcohol|Lemonol|trans-Geraniol|(E)-3,7-Dimethylocta-2,6-dien-1-ol|(E)-Geraniol|(2E)-3,7-dimethylocta-2,6-dien-1-ol|beta-Geraniol|Geraniol alcohol",,Galbex183 from PerfumersWorld,{'PerfumersWorld': '106-24-1'},https://www.perfumersworld.com/view.php?pro_id=3GF19243
