Product_ID,Material_Name,CAS_Number,New CAS,Price_US/g,Notes,Is_Dilution,Active_Material,Solvent,Active_%
5QK12179,Olibanum Resinoid 10% in DPG from PerfumersWorld,"8016-36-2|0.1
25265-71-8|0.9",,0.12,,TRUE,Olibanum Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5QK12474,Olibanum Resinoid 50% in DEP from PerfumersWorld,"8016-36-2|0.5
84-66-2|0.5",,0.49,,TRUE,Olibanum Resinoid from PerfumersWorld,Diethyl Phthalate (DEP) from PerfumersWorld,0.5
5QK07853,Olibanum Resinoid 50% in DPG from PerfumersWorld,"8016-36-2|0.5
25265-71-8|0.5",,0.49,,TRUE,Olibanum Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
2QK00334,Olibanum Resinoid Absolute - Solid from PerfumersWorld,8016-36-2,,0.86,,FALSE,,,
0ZA01437,Olive Oil - Fixed Oil from PerfumersWorld,8001-25-0,,0.09,,FALSE,,,
7QC00561,Opoponax Absolute from PerfumersWorld,9000-78-6,,2.95,,FALSE,,,
7QC00336,Opoponax Essential Oil from PerfumersWorld,8021-36-1,,4.40,,FALSE,,,
5QC10959,Opoponax Essential Oil 10% in DPG from PerfumersWorld,"8021-36-1|0.1
25265-71-8|0.9",,0.38,,TRUE,Opoponax Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
2QC00337,Opoponax Resinoid from PerfumersWorld,9000-78-6,,0.72,,FALSE,,,
5QC12475,Opoponax Resinoid 50% in BB from PerfumersWorld,"9000-78-6|0.5
120-51-4|0.5",,0.40,,TRUE,Opoponax Resinoid from PerfumersWorld,Benzyl Benzoate (BB) from PerfumersWorld,0.5
5QC12239,Opoponax Resinoid 50% in DPG from PerfumersWorld,"9000-78-6|0.5
25265-71-8|0.5",,0.38,,TRUE,Opoponax Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
6CA18123,ORANGE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6CA09018,Orange Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.09,,FALSE,,,
8NC00338,Orange Flower Absolute from PerfumersWorld,8016-38-4,,29.90,,FALSE,,,
5NC07544,Orange Flower Absolute 10% in DPG from PerfumersWorld,"8030-28-2|0.1
25265-71-8|0.9",,3.12,,TRUE,Orange Flower Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6NC18793,ORANGE FLOWER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.26,,FALSE,,,
6NC11558,Orange Flower Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
1NC00340,Oranger Crystals from PerfumersWorld,93-08-3,,0.29,,FALSE,,,
5NC07839,Oranger Crystals 10% in DPG from PerfumersWorld,"93-08-3|0.1
25265-71-8|0.9",,0.07,,TRUE,Oranger Crystals from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6OQ18798,ORCHIDIA BLENDER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6OQ12406,Orchidia Blender Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.17,,FALSE,,,
7PS00342,Oregano Essential Oil from PerfumersWorld,84012-24-8,,1.59,,FALSE,,,
5PS10974,Oregano Essential Oil 10% in DPG from PerfumersWorld,"8007-11-2|0.1
25265-71-8|0.9",,0.19,,TRUE,Oregano Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7HL10443,Organic Lavender Essential Oil from PerfumersWorld,90063-37-9,,0.67,,FALSE,,,
6QV18436,ORIENTAL F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.26,,FALSE,,,
6QV10404,Oriental Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.28,,FALSE,,,
3IA00343,3IA00343 @ US$0.52/0 from PerfumersWorld,16587-71-6,,,,FALSE,,,
8IA00344,Orris Concrete Orris Butter from PerfumersWorld,8002-73-1,,21.50,,FALSE,,,
5IA07847,Orris Concrete Orris Butter 10% in DPG from PerfumersWorld,"8002-73-1|0.1
25265-71-8|0.9",,2.20,,TRUE,Orris Concrete Orris Butter from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6IA18245,ORRIS F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.25,,FALSE,,,
6IA09073,Orris Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.29,,FALSE,,,
8IQ24653,Orris Liquid from PerfumersWorld,Not Found,,18.00,,FALSE,,,
8ND00346,Osmanthus Absolute from PerfumersWorld,68917-05-5,,18.14,,FALSE,,,
5ND10990,Osmanthus Absolute 10% in DPG from PerfumersWorld,"68917-05-5|0.1
25265-71-8|0.9",,1.85,,TRUE,Osmanthus Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3WX00347,Osyrol from PerfumersWorld,41890-92-0,,0.49,,FALSE,,,
6WU07495,Oud Base from PerfumersWorld,Mixture (Perfume Base),,2.04,,FALSE,,,
6YG18599,OZONE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6YG07910,Ozone Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.17,,FALSE,,,
6PP18044,P-PHENOL F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6PP09422,P-Phenol Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6FQ21068,Palm Dates Base from PerfumersWorld,Mixture (Perfume Base),,0.40,,FALSE,,,
0ZA07555,Palm Oil Fractionated - Fixed Oil (Palm MCT) from PerfumersWorld,8023-79-8,,0.08,,FALSE,,,
7RL00353,Palmarosa Essential Oil from PerfumersWorld,8014-19-5,,0.44,,FALSE,,,
6CN23709,Pamzest from PerfumersWorld,Mixture (Perfume Base),,0.50,,FALSE,,,
9PP00348,para-Cresol from PerfumersWorld,106-44-5,,0.39,,FALSE,,,
5PP11272,para-Cresol 10% in DPG from PerfumersWorld,"106-44-5|0.1
25265-71-8|0.9",,0.10,,TRUE,para-Cresol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
9PP01951,para-Cresyl Acetate from PerfumersWorld,140-39-6,,0.75,,FALSE,,,
5PN11524,para-Cresyl Acetate 10% in DPG from PerfumersWorld,"140-39-6|0.1
25265-71-8|0.9",,0.15,,TRUE,para-Cresyl Acetate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4PP00350,para-Cresyl Methyl Ether from PerfumersWorld,104-93-8,,0.18,,FALSE,,,
5PN08178,para-Cresyl Methyl Ether 10% in DPG from PerfumersWorld,"104-93-8|0.1
25265-71-8|0.9",,0.10,,TRUE,para-Cresyl Methyl Ether from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
1PF01952,para-Cresyl Phenyl Acetate from PerfumersWorld,101-94-0,,0.89,,FALSE,,,
5PN07817,para-Cresyl Phenyl Acetate 10% in DPG from PerfumersWorld,"101-94-0|0.1
25265-71-8|0.9",,0.17,,TRUE,para-Cresyl Phenyl Acetate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3NP02253,para-Methyl Acetophenone from PerfumersWorld,122-00-9,,0.15,,FALSE,,,
4GF14127,Paradisamide from PerfumersWorld,406488-30-0,,0.55,,FALSE,,,
4IG05175,Parmavert from PerfumersWorld,13257-44-8,,1.65,,FALSE,,,
5IG11455,Parmavert 10% in DPG from PerfumersWorld,"13257-44-8|0.1
25265-71-8|0.9",,0.19,,TRUE,Parmavert from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7SW00970,Parsley Seed Essential Oil from PerfumersWorld,8000-68-8,,1.92,,FALSE,,,
5SH08967,Parsley Seed Oil 10% in DPG from PerfumersWorld,"8000-68-8|0.1
25265-71-8|0.9",,0.22,,TRUE,Parsley Seed Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7WB00357,Patchouli Essential Oil from PerfumersWorld,84238-39-1,,0.96,,FALSE,,,
6WB18685,PATCHOULI F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.45,,FALSE,,,
6WB09123,Patchouli Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.50,,FALSE,,,
7WB13670,Patchouli Light Essential Oil from PerfumersWorld,Not Found,,0.35,,FALSE,,,
6FD18170,PEACH F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6FD08610,Peach Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
3RB12753,Peonile from PerfumersWorld,10461-98-0,,0.20,,FALSE,,,
7BB00360,Peppermint Essential Oil from PerfumersWorld,8006-90-4,,0.20,,FALSE,,,
6BB18120,PEPPERMINT F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6BB09016,Peppermint Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.16,,FALSE,,,
2QV00363,Peru Balsam Resinoid from PerfumersWorld,8007-00-9,,0.78,,FALSE,,,
5QV12476,Peru Balsam Resinoid 50% in BB from PerfumersWorld,"8007-00-9|0.5
120-51-4|0.5",,0.46,,TRUE,Peru Balsam Resinoid from PerfumersWorld,Benzyl Benzoate (BB) from PerfumersWorld,0.5
5QV10578,Peru Balsam Resinoid 50% in DPG from PerfumersWorld,"8007-00-9|0.5
25265-71-8|0.5",,0.45,,TRUE,Peru Balsam Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
6CN24668,Petigrain Bigarade from PerfumersWorld,Mixture (Perfume Base),,0.45,,FALSE,,,
7CN00364,Petitgrain Essential Oil Paraguay from PerfumersWorld,8014-17-3,,0.65,,FALSE,,,
3RB00369,Phenoxy Ethyl Isobutyrate from PerfumersWorld,103-60-6,,0.17,,FALSE,,,
5GN10163,Phenyl acetaldehyde 10% in DPG from PerfumersWorld,"122-78-1|0.1
25265-71-8|0.9",,0.09,,TRUE,Phenyl acetaldehyde from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5GP07498,Phenyl acetaldehyde 50% in PEA from PerfumersWorld,122-78-1|0.5,,0.32,,TRUE,Phenyl acetaldehyde from PerfumersWorld,PEA from PerfumersWorld,0.5
5GP07497,Phenyl Acetaldehyde 85% in PEA from PerfumersWorld,122-78-1|0.85,,0.35,,TRUE,Phenyl Acetaldehyde from PerfumersWorld,PEA from PerfumersWorld,0.85
4GN00382,Phenyl Acetaldehyde Dimethyl Acetal (PADMA) from PerfumersWorld,101-48-4,,0.25,,FALSE,,,
5GN08326,Phenyl Acetaldehyde Dimethyl Acetal (PADMA) 10% in DPG from PerfumersWorld,"101-48-4|0.1
25265-71-8|0.9",,0.13,,TRUE,Phenyl Acetaldehyde Dimethyl Acetal (PADMA) from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3RP00371,Phenyl Ethyl Acetate from PerfumersWorld,103-45-7,,0.20,,FALSE,,,
3RM00358,Phenyl Ethyl Alcohol (PEA) from PerfumersWorld,60-12-8,,0.07,,FALSE,,,
3MR02826,Phenyl Ethyl Dimethyl Carbinol from PerfumersWorld,103-05-9,,0.41,,FALSE,,,
3LR00160,Phenyl Ethyl Dimethyl Carbinyl Acetate from PerfumersWorld,103-07-1,,0.63,,FALSE,,,
4RW00373,Phenyl Ethyl Formate from PerfumersWorld,104-62-1,,0.34,,FALSE,,,
4RL00374,Phenyl Ethyl Isoamyl Ether from PerfumersWorld,56011-02-0,,0.15,,FALSE,,,
5RL08476,Phenyl Ethyl Isoamyl Ether 10% in DPG from PerfumersWorld,"56011-02-0|0.1
25265-71-8|0.9",,0.06,,TRUE,Phenyl Ethyl Isoamyl Ether from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3RB00375,Phenyl Ethyl Isobutyrate from PerfumersWorld,103-48-0,,0.22,,FALSE,,,
3RP00377,Phenyl Ethyl Phenyl Acetate from PerfumersWorld,102-20-5,,0.32,,FALSE,,,
5RP07854,Phenyl Ethyl Phenyl Acetate 50% in DPG from PerfumersWorld,"102-20-5|0.5
25265-71-8|0.5",,0.20,,TRUE,Phenyl Ethyl Phenyl Acetate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
1RO05275,Phenyl Ethyl Salicylate from PerfumersWorld,87-22-9,,0.35,,FALSE,,,
5RO12473,Phenyl Ethyl Salicylate 10% in DPG from PerfumersWorld,"87-22-9|0.1
25265-71-8|0.9",,0.09,,TRUE,Phenyl Ethyl Salicylate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3GN00379,Phenyl Propyl Alcohol from PerfumersWorld,122-97-4,,0.20,,FALSE,,,
3WI00384,Physeol from PerfumersWorld,68845-00-1,,1.80,,FALSE,,,
7KQ07511,Pine Essential Oil from PerfumersWorld,84012-35-1,,0.09,,FALSE,,,
6KL18318,PINE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6KL09075,Pine Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
7KH08741,Pine Needle Essential Oil from PerfumersWorld,8021-29-2,,0.35,,FALSE,,,
6KH18319,PINE NEEDLE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.35,,FALSE,,,
6KH08503,Pine Needle Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.34,,FALSE,,,
6FC18181,PINEAPPLE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.10,,FALSE,,,
6FC08433,Pineapple Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
7SC00941,Pink Pepper Essential Oil from PerfumersWorld,68917-52-2,,4.92,,FALSE,,,
3VN06814,Piperonyl acetate from PerfumersWorld,326-61-4,,0.98,,FALSE,,,
7HS07556,Plai Essential Oil Siam from PerfumersWorld,8016-63-5,,0.52,,FALSE,,,
3WM16912,Polysantol from PerfumersWorld,107898-54-4,,1.40,,FALSE,,,
7CN23708,Pomelo Essential Oil from PerfumersWorld,8016-20-4,,1.00,,FALSE,,,
6AJ18111,POWDERY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6AJ12410,Powdery Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
3MC11054,Precyclemone B from PerfumersWorld,52474-60-9,,0.25,,FALSE,,,
3FG00387,Prenyl Acetate from PerfumersWorld,1191-16-8,,0.12,,FALSE,,,
STRIP14C,STRIP14C @ US$1.50/pack(50) from PerfumersWorld,Not Found,,,,FALSE,,,
PRONO-RM,PRONO-RM @ US$1190.00/pax from PerfumersWorld,Not Found,,,,FALSE,,,
PRO1FULL,PRO1FULL @ US$1550.00/pax from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY11,PROPAY11 @ US$229.11/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY12,PROPAY12 @ US$229.12/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY13,PROPAY13 @ US$229.13/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY14,PROPAY14 @ US$229.14/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY15,PROPAY15 @ US$229.15/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY16,PROPAY16 @ US$229.16/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY17,PROPAY17 @ US$229.17/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY18,PROPAY18 @ US$229.18/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY19,PROPAY19 @ US$229.19/unit from PerfumersWorld,Not Found,,,,FALSE,,,
PROPAY20,PROPAY20 @ US$229.20/unit from PerfumersWorld,Not Found,,,,FALSE,,,
0ZP00365,Propylene Glycol (PG) from PerfumersWorld,57-55-6,,0.06,,FALSE,,,
6FD18956,PRUNE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6FD07547,Prune Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
6XZ10738,PWx Factor from PerfumersWorld,Mixture (Perfume Base),,0.62,,FALSE,,,
6XZ12347,PWx Oil Factor - Natural from PerfumersWorld,Mixture (Perfume Base),,0.62,,FALSE,,,
9UY19188,Pyralone from PerfumersWorld,65442-31-1,,2.70,,FALSE,,,
5UY19282,Pyralone 10% in DPG from PerfumersWorld,"65442-31-1|0.1
25265-71-8|0.9",,0.30,,TRUE,Pyralone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6QV18045,Q-QUEEN F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.16,,FALSE,,,
6QV09582,Q-Queen of the Orient Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
6RR18074,R-ROSE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6RR07636,R-Rose Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6FV18190,RASPBERRY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6FV08343,Raspberry Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
1FL00392,Raspberry Ketone from PerfumersWorld,5471-51-2,,0.36,,FALSE,,,
5FL07524,Raspberry Ketone 10% in DPG from PerfumersWorld,"5471-51-2|0.1
25265-71-8|0.9",,0.09,,TRUE,Raspberry Ketone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5ES18560,Red Saffron Infusion from PerfumersWorld,8022-19-3,,2.02,,FALSE,,,
GCMSCOPY,GCMSCOPY @ US$699.00/sample from PerfumersWorld,Not Found,,,,FALSE,,,
3RB07724,Rhodinol ex Citronella from PerfumersWorld,68916-43-8,,0.20,,FALSE,,,
7RB23711,Rhodinol Ex-Natural from PerfumersWorld,6812-78-8,,1.50,,FALSE,,,
3FL06757,Rhubofix from PerfumersWorld,41816-03-9,,1.90,,FALSE,,,
0ZA01442,Rice Bran Oil - Fixed Oil from PerfumersWorld,68553-81-1,,0.07,,FALSE,,,
7HH00104,Roman Chamomile Essential Oil from PerfumersWorld,8015-92-7,,4.77,,FALSE,,,
5HH09983,Roman Chamomile Essential Oil 10% in DPG from PerfumersWorld,"8015-92-7|0.1
25265-71-8|0.9",,0.52,,TRUE,Roman Chamomile Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3XU22379,Romandolide from PerfumersWorld,236391-76-7,,0.30,,FALSE,,,
6EY09115,Root Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
4RA00394,Rosalva from PerfumersWorld,13019-22-2,,0.89,,FALSE,,,
5RA07537,Rosalva 10% in DPG from PerfumersWorld,"13019-22-2|0.1
25265-71-8|0.9",,0.11,,TRUE,Rosalva from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4RM06950,Rose Absolute Pentalol (Mefrosol) from PerfumersWorld,55066-48-3,,0.97,,FALSE,,,
6AR18117,ROSE ALDEHYDE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.16,,FALSE,,,
6AR09113,Rose Aldehyde Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
8RM00395,Rose de Mai Absolute from PerfumersWorld,8007-01-0,,13.00,,FALSE,,,
5RM07856,Rose de Mai Absolute 10% in DPG from PerfumersWorld,"8007-01-0|0.1
25265-71-8|0.9",,1.35,,TRUE,Rose de Mai Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6RM18942,ROSE DE MAI F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6RM09423,Rose de Mai Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.32,,FALSE,,,
8RR00397,Rose Otto Anatolian from PerfumersWorld,8007-01-0,,30.27,,FALSE,,,
5RB10952,Rose Otto Anatolian 10% in DPG from PerfumersWorld,"8007-01-0|0.1
25265-71-8|0.9",,3.32,,TRUE,Rose Otto Anatolian from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7RB00900,Rose Otto Bulgarian from PerfumersWorld,8007-01-0,,40.02,,FALSE,,,
5RR12478,Rose Otto Bulgarian 10% in DPG from PerfumersWorld,"8007-01-0|0.1
25265-71-8|0.9",,4.12,,TRUE,Rose Otto Bulgarian from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6RB18944,ROSE OTTO F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.29,,FALSE,,,
6RB00398,Rose Otto Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.45,,FALSE,,,
4RL00399,Rose Oxide from PerfumersWorld,16409-43-1,,0.43,,FALSE,,,
5RL07536,Rose Oxide 10% in DPG from PerfumersWorld,"16409-43-1|0.1
25265-71-8|0.9",,0.15,,TRUE,Rose Oxide from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6RM18941,ROSE PETAL F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6RM07757,Rose Petal Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
0ZV01349,Rosemary Antioxidant - Extract from PerfumersWorld,84604-14-8,,0.65,,FALSE,,,
7HB00400,Rosemary Essential Oil from PerfumersWorld,8000-25-7,,0.35,,FALSE,,,
6HB18237,ROSEMARY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6HB09063,Rosemary Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.26,,FALSE,,,
7LW00401,Rosewood Leaf Essential Oil from PerfumersWorld,8015-77-8,,2.50,,FALSE,,,
1RP05672,Rosone Rose Crystals from PerfumersWorld,90-17-5,,0.12,,FALSE,,,
5RP08966,Rosone Rose Crystals 10% in DEP from PerfumersWorld,"90-17-5|0.1
84-66-2|0.9",,0.09,,TRUE,Rosone Rose Crystals from PerfumersWorld,Diethyl Phthalate (DEP) from PerfumersWorld,0.1
5RP07870,Rosone Rose Crystals 10% in DPG from PerfumersWorld,"90-17-5|0.1
25265-71-8|0.9",,0.09,,TRUE,Rosone Rose Crystals from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6SP18049,S-SPICE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6SP12451,S-Spice Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
0ZV01445,Safflower Oil - Fixed Oil from PerfumersWorld,8001-23-8,,0.09,,FALSE,,,
4ES00402,Saffranal from PerfumersWorld,116-26-7,,3.74,,FALSE,,,
5ES07841,Saffranal 10% in DPG from PerfumersWorld,"116-26-7|0.1
25265-71-8|0.9",,0.42,,TRUE,Saffranal from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6EV18158,SAFFRON F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.25,,FALSE,,,
6EV12393,Saffron Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
7ES01835,Saffron Oil Light from PerfumersWorld,8022-19-3,,2.02,,FALSE,,,
4ES11978,Safraleine from PerfumersWorld,54440-17-4,,1.15,,FALSE,,,
5ES09556,Safranal 1% in DPG from PerfumersWorld,"116-26-7|0.01
25265-71-8|0.99",,0.12,,TRUE,Safranal from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
7HP00403,Sage Dalmation Essential Oil from PerfumersWorld,8022-56-8,,0.80,,FALSE,,,
GCMSEXTR,GCMSEXTR @ US$102.00/sample from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS01,SAMPLS01 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS02,SAMPLS02 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS03,SAMPLS03 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS04,SAMPLS04 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS05,SAMPLS05 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS06,SAMPLS06 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS07,SAMPLS07 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS08,SAMPLS08 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS09,SAMPLS09 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS10,SAMPLS10 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS11,SAMPLS11 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS12,SAMPLS12 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS13,SAMPLS13 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS14,SAMPLS14 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS15,SAMPLS15 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS16,SAMPLS16 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS17,SAMPLS17 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS18,SAMPLS18 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS19,SAMPLS19 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
SAMPLS20,SAMPLS20 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
4WX00405,Sandalore from PerfumersWorld,65113-99-7,,0.22,,FALSE,,,
6WX07911,Sandalwood Base from PerfumersWorld,Mixture (Perfume Base),,2.22,,FALSE,,,
6WX24054,Sandalwood Base X3 from PerfumersWorld,Mixture (Perfume Base),,0.27,,FALSE,,,
7WX00406,Sandalwood Essential Oil from PerfumersWorld,84787-70-2,,6.52,,FALSE,,,
5WX12225,Sandalwood Essential Oil 10% in DPG from PerfumersWorld,"84787-70-2|0.1
25265-71-8|0.9",,0.71,,TRUE,Sandalwood Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6WX09344,Sandalwood Extra 208 from PerfumersWorld,Mixture (Perfume Base),,0.94,,FALSE,,,
6WX18686,SANDALWOOD F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
6WX12457,Sandalwood Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.39,,FALSE,,,
7WX21054,Sandalwood Oil S.album from PerfumersWorld,Not Found,,7.30,,FALSE,,,
7WX21055,Sandalwood Oil S.spicatum from PerfumersWorld,8024-35-9,,3.80,,FALSE,,,
3WX00407,Sandela 50 from PerfumersWorld,Mixture,,0.18,,FALSE,,,
3WX13005,Sandela 85 from PerfumersWorld,Mixture,,0.22,,FALSE,,,
3WX07632,Sandenol 208 from PerfumersWorld,65113-99-7,,0.32,,FALSE,,,
3WX07631,Sandenol 803 from PerfumersWorld,66068-84-6,,0.12,,FALSE,,,
4YM22431,Scentenal from PerfumersWorld,86803-90-9,,0.45,,FALSE,,,
5YM23701,Scentenal 10% in DPG from PerfumersWorld,"86803-90-9|0.1
25265-71-8|0.9",,0.12,,TRUE,Scentenal from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
